seg_idx,query_text,video_id,start_frame,end_frame,total_frames
11,Always look on the bright side of life.,video_06,1100,1200,10000
12,Strange women lying in ponds distributing swords is no basis for a system of government!,video_06,1200,1300,10000
13,I'm not dead yet!,video_06,1300,1400,10000
14,You must cut down the mightiest tree in the forest with... a herring!,video_06,1400,1500,10000
15,Strange women lying in ponds distributing swords is no basis for a system of government!,video_06,1500,1600,10000
16,Your mother was a hamster!,video_06,1600,1700,10000
17,You must cut down the mightiest tree in the forest with... a herring!,video_06,1700,1800,10000
18,This parrot is no more!,video_06,1800,1900,10000
19,The Castle Aaargh!,video_06,1900,2000,10000
20,It's just a flesh wound.,video_06,2000,2100,10000
21,We want a shrubbery!,video_06,2100,2200,10000
22,Nobody expects the Spanish Inquisition!,video_06,2200,2300,10000
23,The Castle Aaargh!,video_06,2300,2400,10000
24,We want a shrubbery!,video_06,2400,2500,10000
25,It is a silly place.,video_06,2500,2600,10000
26,We want a shrubbery!,video_06,2600,2700,10000
27,Bring out your dead!,video_06,2700,2800,10000
28,The Castle Aaargh!,video_06,2800,2900,10000
29,Strange women lying in ponds distributing swords is no basis for a system of government!,video_06,2900,3000,10000
30,I'm not dead yet!,video_06,3000,3100,10000
31,Your mother was a hamster!,video_06,3100,3200,10000
32,Bring out your dead!,video_06,3200,3300,10000
33,I fart in your general direction!,video_06,3300,3400,10000
34,Now go away or I shall taunt you a second time!,video_06,3400,3500,10000
35,Nobody expects the Spanish Inquisition!,video_06,3500,3600,10000
36,It is a silly place.,video_06,3600,3700,10000
37,Your mother was a hamster!,video_06,3700,3800,10000
38,You must cut down the mightiest tree in the forest with... a herring!,video_06,3800,3900,10000
39,I'm not dead yet!,video_06,3900,4000,10000
40,I fart in your general direction!,video_06,4000,4100,10000
41,We want a shrubbery!,video_06,4100,4200,10000
42,We want a shrubbery!,video_06,4200,4300,10000
43,We want a shrubbery!,video_06,4300,4400,10000
44,Nobody expects the Spanish Inquisition!,video_06,4400,4500,10000
45,Strange women lying in ponds distributing swords is no basis for a system of government!,video_06,4500,4600,10000
46,You must cut down the mightiest tree in the forest with... a herring!,video_06,4600,4700,10000
47,Always look on the bright side of life.,video_06,4700,4800,10000
48,I fart in your general direction!,video_06,4800,4900,10000
49,I'm not dead yet!,video_06,4900,5000,10000
50,Your mother was a hamster!,video_06,5000,5100,10000
51,We are the knights who say... Ni!,video_06,5100,5200,10000
52,Bring out your dead!,video_06,5200,5300,10000
53,Bring out your dead!,video_06,5300,5400,10000
54,Bring out your dead!,video_06,5400,5500,10000
55,Always look on the bright side of life.,video_06,5500,5600,10000
56,I'm not dead yet!,video_06,5600,5700,10000
57,Bring out your dead!,video_06,5700,5800,10000
58,Bring out your dead!,video_06,5800,5900,10000
59,I fart in your general direction!,video_06,5900,6000,10000
60,This parrot is no more!,video_06,6000,6100,10000
61,Always look on the bright side of life.,video_06,6100,6200,10000
62,Bring out your dead!,video_06,6200,6300,10000
63,The Castle Aaargh!,video_06,6300,6400,10000
64,It's just a flesh wound.,video_06,6400,6500,10000
65,I'm not dead yet!,video_06,6500,6600,10000
66,What is the airspeed velocity of an unladen swallow?,video_06,6600,6700,10000
67,We want a shrubbery!,video_06,6700,6800,10000
68,The Castle Aaargh!,video_06,6800,6900,10000
69,You must cut down the mightiest tree in the forest with... a herring!,video_06,6900,7000,10000
70,This parrot is no more!,video_06,7000,7100,10000
71,Your mother was a hamster!,video_06,7100,7200,10000
72,Always look on the bright side of life.,video_06,7200,7300,10000
73,This parrot is no more!,video_06,7300,7400,10000
74,It's just a flesh wound.,video_06,7400,7500,10000
75,This parrot is no more!,video_06,7500,7600,10000
76,Now go away or I shall taunt you a second time!,video_06,7600,7700,10000
77,It is a silly place.,video_06,7700,7800,10000
78,I'm not dead yet!,video_06,7800,7900,10000
79,It is a silly place.,video_06,7900,8000,10000
80,Nobody expects the Spanish Inquisition!,video_06,8000,8100,10000
81,Bring out your dead!,video_06,8100,8200,10000
82,It is a silly place.,video_06,8200,8300,10000
83,Your mother was a hamster!,video_06,8300,8400,10000
84,Bring out your dead!,video_06,8400,8500,10000
85,I fart in your general direction!,video_06,8500,8600,10000
86,This parrot is no more!,video_06,8600,8700,10000
87,This parrot is no more!,video_06,8700,8800,10000
88,I'm not dead yet!,video_06,8800,8900,10000
89,We want a shrubbery!,video_06,8900,9000,10000
90,Nobody expects the Spanish Inquisition!,video_06,9000,9100,10000
91,We are the knights who say... Ni!,video_06,9100,9200,10000
92,I'm not dead yet!,video_06,9200,9300,10000
93,Bring out your dead!,video_06,9300,9400,10000
94,Your mother was a hamster!,video_06,9400,9500,10000
95,I'm not dead yet!,video_06,9500,9600,10000
96,What is the airspeed velocity of an unladen swallow?,video_06,9600,9700,10000
97,What is the airspeed velocity of an unladen swallow?,video_06,9700,9800,10000
98,We are the knights who say... Ni!,video_06,9800,9900,10000
99,You must cut down the mightiest tree in the forest with... a herring!,video_06,9900,10000,10000
0,It is a silly place.,video_07,0,100,10000
1,The Castle Aaargh!,video_07,100,200,10000
2,Always look on the bright side of life.,video_07,200,300,10000
3,Your mother was a hamster!,video_07,300,400,10000
4,It is a silly place.,video_07,400,500,10000
5,I'm not dead yet!,video_07,500,600,10000
6,The Castle Aaargh!,video_07,600,700,10000
7,We want a shrubbery!,video_07,700,800,10000
8,Nobody expects the Spanish Inquisition!,video_07,800,900,10000
9,What is the airspeed velocity of an unladen swallow?,video_07,900,1000,10000
10,I'm not dead yet!,video_07,1000,1100,10000
11,Always look on the bright side of life.,video_07,1100,1200,10000
12,Strange women lying in ponds distributing swords is no basis for a system of government!,video_07,1200,1300,10000
13,I'm not dead yet!,video_07,1300,1400,10000
14,You must cut down the mightiest tree in the forest with... a herring!,video_07,1400,1500,10000
15,Strange women lying in ponds distributing swords is no basis for a system of government!,video_07,1500,1600,10000
16,Your mother was a hamster!,video_07,1600,1700,10000
17,You must cut down the mightiest tree in the forest with... a herring!,video_07,1700,1800,10000
18,This parrot is no more!,video_07,1800,1900,10000
19,The Castle Aaargh!,video_07,1900,2000,10000
20,It's just a flesh wound.,video_07,2000,2100,10000
21,We want a shrubbery!,video_07,2100,2200,10000
22,Nobody expects the Spanish Inquisition!,video_07,2200,2300,10000
23,The Castle Aaargh!,video_07,2300,2400,10000
24,We want a shrubbery!,video_07,2400,2500,10000
25,It is a silly place.,video_07,2500,2600,10000
26,We want a shrubbery!,video_07,2600,2700,10000
27,Bring out your dead!,video_07,2700,2800,10000
28,The Castle Aaargh!,video_07,2800,2900,10000
29,Strange women lying in ponds distributing swords is no basis for a system of government!,video_07,2900,3000,10000
30,I'm not dead yet!,video_07,3000,3100,10000
31,Your mother was a hamster!,video_07,3100,3200,10000
32,Bring out your dead!,video_07,3200,3300,10000
33,I fart in your general direction!,video_07,3300,3400,10000
34,Now go away or I shall taunt you a second time!,video_07,3400,3500,10000
35,Nobody expects the Spanish Inquisition!,video_07,3500,3600,10000
36,It is a silly place.,video_07,3600,3700,10000
37,Your mother was a hamster!,video_07,3700,3800,10000
38,You must cut down the mightiest tree in the forest with... a herring!,video_07,3800,3900,10000
39,I'm not dead yet!,video_07,3900,4000,10000
40,I fart in your general direction!,video_07,4000,4100,10000
41,We want a shrubbery!,video_07,4100,4200,10000
42,We want a shrubbery!,video_07,4200,4300,10000
43,We want a shrubbery!,video_07,4300,4400,10000
44,Nobody expects the Spanish Inquisition!,video_07,4400,4500,10000
45,Strange women lying in ponds distributing swords is no basis for a system of government!,video_07,4500,4600,10000
46,You must cut down the mightiest tree in the forest with... a herring!,video_07,4600,4700,10000
47,Always look on the bright side of life.,video_07,4700,4800,10000
48,I fart in your general direction!,video_07,4800,4900,10000
49,I'm not dead yet!,video_07,4900,5000,10000
50,Your mother was a hamster!,video_07,5000,5100,10000
51,We are the knights who say... Ni!,video_07,5100,5200,10000
52,Bring out your dead!,video_07,5200,5300,10000
53,Bring out your dead!,video_07,5300,5400,10000
54,Bring out your dead!,video_07,5400,5500,10000
55,Always look on the bright side of life.,video_07,5500,5600,10000
56,I'm not dead yet!,video_07,5600,5700,10000
57,Bring out your dead!,video_07,5700,5800,10000
58,Bring out your dead!,video_07,5800,5900,10000
59,I fart in your general direction!,video_07,5900,6000,10000
60,This parrot is no more!,video_07,6000,6100,10000
61,Always look on the bright side of life.,video_07,6100,6200,10000
62,Bring out your dead!,video_07,6200,6300,10000
63,The Castle Aaargh!,video_07,6300,6400,10000
64,It's just a flesh wound.,video_07,6400,6500,10000
65,I'm not dead yet!,video_07,6500,6600,10000
66,What is the airspeed velocity of an unladen swallow?,video_07,6600,6700,10000
67,We want a shrubbery!,video_07,6700,6800,10000
68,The Castle Aaargh!,video_07,6800,6900,10000
69,You must cut down the mightiest tree in the forest with... a herring!,video_07,6900,7000,10000
70,This parrot is no more!,video_07,7000,7100,10000
71,Your mother was a hamster!,video_07,7100,7200,10000
72,Always look on the bright side of life.,video_07,7200,7300,10000
73,This parrot is no more!,video_07,7300,7400,10000
74,It's just a flesh wound.,video_07,7400,7500,10000
75,This parrot is no more!,video_07,7500,7600,10000
76,Now go away or I shall taunt you a second time!,video_07,7600,7700,10000
77,It is a silly place.,video_07,7700,7800,10000
78,I'm not dead yet!,video_07,7800,7900,10000
79,It is a silly place.,video_07,7900,8000,10000
80,Nobody expects the Spanish Inquisition!,video_07,8000,8100,10000
81,Bring out your dead!,video_07,8100,8200,10000
82,It is a silly place.,video_07,8200,8300,10000
83,Your mother was a hamster!,video_07,8300,8400,10000
84,Bring out your dead!,video_07,8400,8500,10000
85,I fart in your general direction!,video_07,8500,8600,10000
86,This parrot is no more!,video_07,8600,8700,10000
87,This parrot is no more!,video_07,8700,8800,10000
88,I'm not dead yet!,video_07,8800,8900,10000
89,We want a shrubbery!,video_07,8900,9000,10000
90,Nobody expects the Spanish Inquisition!,video_07,9000,9100,10000
91,We are the knights who say... Ni!,video_07,9100,9200,10000
92,I'm not dead yet!,video_07,9200,9300,10000
93,Bring out your dead!,video_07,9300,9400,10000
94,Your mother was a hamster!,video_07,9400,9500,10000
95,I'm not dead yet!,video_07,9500,9600,10000
96,What is the airspeed velocity of an unladen swallow?,video_07,9600,9700,10000
97,What is the airspeed velocity of an unladen swallow?,video_07,9700,9800,10000
98,We are the knights who say... Ni!,video_07,9800,9900,10000
99,You must cut down the mightiest tree in the forest with... a herring!,video_07,9900,10000,10000
0,It is a silly place.,video_08,0,100,10000
1,The Castle Aaargh!,video_08,100,200,10000
2,Always look on the bright side of life.,video_08,200,300,10000
3,Your mother was a hamster!,video_08,300,400,10000
4,It is a silly place.,video_08,400,500,10000
5,I'm not dead yet!,video_08,500,600,10000
6,The Castle Aaargh!,video_08,600,700,10000
7,We want a shrubbery!,video_08,700,800,10000
8,Nobody expects the Spanish Inquisition!,video_08,800,900,10000
9,What is the airspeed velocity of an unladen swallow?,video_08,900,1000,10000
10,I'm not dead yet!,video_08,1000,1100,10000
11,Always look on the bright side of life.,video_08,1100,1200,10000
12,Strange women lying in ponds distributing swords is no basis for a system of government!,video_08,1200,1300,10000
13,I'm not dead yet!,video_08,1300,1400,10000
14,You must cut down the mightiest tree in the forest with... a herring!,video_08,1400,1500,10000
15,Strange women lying in ponds distributing swords is no basis for a system of government!,video_08,1500,1600,10000
16,Your mother was a hamster!,video_08,1600,1700,10000
17,You must cut down the mightiest tree in the forest with... a herring!,video_08,1700,1800,10000
18,This parrot is no more!,video_08,1800,1900,10000
19,The Castle Aaargh!,video_08,1900,2000,10000
20,It's just a flesh wound.,video_08,2000,2100,10000
21,We want a shrubbery!,video_08,2100,2200,10000
22,Nobody expects the Spanish Inquisition!,video_08,2200,2300,10000
23,The Castle Aaargh!,video_08,2300,2400,10000
24,We want a shrubbery!,video_08,2400,2500,10000
25,It is a silly place.,video_08,2500,2600,10000
26,We want a shrubbery!,video_08,2600,2700,10000
27,Bring out your dead!,video_08,2700,2800,10000
28,The Castle Aaargh!,video_08,2800,2900,10000
29,Strange women lying in ponds distributing swords is no basis for a system of government!,video_08,2900,3000,10000
30,I'm not dead yet!,video_08,3000,3100,10000
31,Your mother was a hamster!,video_08,3100,3200,10000
32,Bring out your dead!,video_08,3200,3300,10000
33,I fart in your general direction!,video_08,3300,3400,10000
34,Now go away or I shall taunt you a second time!,video_08,3400,3500,10000
35,Nobody expects the Spanish Inquisition!,video_08,3500,3600,10000
36,It is a silly place.,video_08,3600,3700,10000
37,Your mother was a hamster!,video_08,3700,3800,10000
38,You must cut down the mightiest tree in the forest with... a herring!,video_08,3800,3900,10000
39,I'm not dead yet!,video_08,3900,4000,10000
40,I fart in your general direction!,video_08,4000,4100,10000
41,We want a shrubbery!,video_08,4100,4200,10000
42,We want a shrubbery!,video_08,4200,4300,10000
43,We want a shrubbery!,video_08,4300,4400,10000
44,Nobody expects the Spanish Inquisition!,video_08,4400,4500,10000
45,Strange women lying in ponds distributing swords is no basis for a system of government!,video_08,4500,4600,10000
46,You must cut down the mightiest tree in the forest with... a herring!,video_08,4600,4700,10000
47,Always look on the bright side of life.,video_08,4700,4800,10000
48,I fart in your general direction!,video_08,4800,4900,10000
49,I'm not dead yet!,video_08,4900,5000,10000
50,Your mother was a hamster!,video_08,5000,5100,10000
51,We are the knights who say... Ni!,video_08,5100,5200,10000
52,Bring out your dead!,video_08,5200,5300,10000
53,Bring out your dead!,video_08,5300,5400,10000
54,Bring out your dead!,video_08,5400,5500,10000
55,Always look on the bright side of life.,video_08,5500,5600,10000
56,I'm not dead yet!,video_08,5600,5700,10000
57,Bring out your dead!,video_08,5700,5800,10000
58,Bring out your dead!,video_08,5800,5900,10000
59,I fart in your general direction!,video_08,5900,6000,10000
60,This parrot is no more!,video_08,6000,6100,10000
61,Always look on the bright side of life.,video_08,6100,6200,10000
62,Bring out your dead!,video_08,6200,6300,10000
63,The Castle Aaargh!,video_08,6300,6400,10000
64,It's just a flesh wound.,video_08,6400,6500,10000
65,I'm not dead yet!,video_08,6500,6600,10000
66,What is the airspeed velocity of an unladen swallow?,video_08,6600,6700,10000
67,We want a shrubbery!,video_08,6700,6800,10000
68,The Castle Aaargh!,video_08,6800,6900,10000
69,You must cut down the mightiest tree in the forest with... a herring!,video_08,6900,7000,10000
70,This parrot is no more!,video_08,7000,7100,10000
71,Your mother was a hamster!,video_08,7100,7200,10000
72,Always look on the bright side of life.,video_08,7200,7300,10000
73,This parrot is no more!,video_08,7300,7400,10000
74,It's just a flesh wound.,video_08,7400,7500,10000
75,This parrot is no more!,video_08,7500,7600,10000
76,Now go away or I shall taunt you a second time!,video_08,7600,7700,10000
77,It is a silly place.,video_08,7700,7800,10000
78,I'm not dead yet!,video_08,7800,7900,10000
79,It is a silly place.,video_08,7900,8000,10000
80,Nobody expects the Spanish Inquisition!,video_08,8000,8100,10000
81,Bring out your dead!,video_08,8100,8200,10000
82,It is a silly place.,video_08,8200,8300,10000
83,Your mother was a hamster!,video_08,8300,8400,10000
84,Bring out your dead!,video_08,8400,8500,10000
85,I fart in your general direction!,video_08,8500,8600,10000
86,This parrot is no more!,video_08,8600,8700,10000
87,This parrot is no more!,video_08,8700,8800,10000
88,I'm not dead yet!,video_08,8800,8900,10000
89,We want a shrubbery!,video_08,8900,9000,10000
90,Nobody expects the Spanish Inquisition!,video_08,9000,9100,10000
91,We are the knights who say... Ni!,video_08,9100,9200,10000
92,I'm not dead yet!,video_08,9200,9300,10000
93,Bring out your dead!,video_08,9300,9400,10000
94,Your mother was a hamster!,video_08,9400,9500,10000
95,I'm not dead yet!,video_08,9500,9600,10000
96,What is the airspeed velocity of an unladen swallow?,video_08,9600,9700,10000
97,What is the airspeed velocity of an unladen swallow?,video_08,9700,9800,10000
98,We are the knights who say... Ni!,video_08,9800,9900,10000
99,You must cut down the mightiest tree in the forest with... a herring!,video_08,9900,10000,10000
0,It is a silly place.,video_09,0,100,10000
1,The Castle Aaargh!,video_09,100,200,10000
2,Always look on the bright side of life.,video_09,200,300,10000
3,Your mother was a hamster!,video_09,300,400,10000
4,It is a silly place.,video_09,400,500,10000
5,I'm not dead yet!,video_09,500,600,10000
6,The Castle Aaargh!,video_09,600,700,10000
7,We want a shrubbery!,video_09,700,800,10000
8,Nobody expects the Spanish Inquisition!,video_09,800,900,10000
9,What is the airspeed velocity of an unladen swallow?,video_09,900,1000,10000
10,I'm not dead yet!,video_09,1000,1100,10000
11,Always look on the bright side of life.,video_09,1100,1200,10000
12,Strange women lying in ponds distributing swords is no basis for a system of government!,video_09,1200,1300,10000
13,I'm not dead yet!,video_09,1300,1400,10000
14,You must cut down the mightiest tree in the forest with... a herring!,video_09,1400,1500,10000
15,Strange women lying in ponds distributing swords is no basis for a system of government!,video_09,1500,1600,10000
16,Your mother was a hamster!,video_09,1600,1700,10000
17,You must cut down the mightiest tree in the forest with... a herring!,video_09,1700,1800,10000
18,This parrot is no more!,video_09,1800,1900,10000
19,The Castle Aaargh!,video_09,1900,2000,10000
20,It's just a flesh wound.,video_09,2000,2100,10000
21,We want a shrubbery!,video_09,2100,2200,10000
22,Nobody expects the Spanish Inquisition!,video_09,2200,2300,10000
23,The Castle Aaargh!,video_09,2300,2400,10000
24,We want a shrubbery!,video_09,2400,2500,10000
25,It is a silly place.,video_09,2500,2600,10000
26,We want a shrubbery!,video_09,2600,2700,10000
27,Bring out your dead!,video_09,2700,2800,10000
28,The Castle Aaargh!,video_09,2800,2900,10000
29,Strange women lying in ponds distributing swords is no basis for a system of government!,video_09,2900,3000,10000
30,I'm not dead yet!,video_09,3000,3100,10000
31,Your mother was a hamster!,video_09,3100,3200,10000
32,Bring out your dead!,video_09,3200,3300,10000
33,I fart in your general direction!,video_09,3300,3400,10000
34,Now go away or I shall taunt you a second time!,video_09,3400,3500,10000
35,Nobody expects the Spanish Inquisition!,video_09,3500,3600,10000
36,It is a silly place.,video_09,3600,3700,10000
37,Your mother was a hamster!,video_09,3700,3800,10000
38,You must cut down the mightiest tree in the forest with... a herring!,video_09,3800,3900,10000
39,I'm not dead yet!,video_09,3900,4000,10000
40,I fart in your general direction!,video_09,4000,4100,10000
41,We want a shrubbery!,video_09,4100,4200,10000
42,We want a shrubbery!,video_09,4200,4300,10000
43,We want a shrubbery!,video_09,4300,4400,10000
44,Nobody expects the Spanish Inquisition!,video_09,4400,4500,10000
45,Strange women lying in ponds distributing swords is no basis for a system of government!,video_09,4500,4600,10000
46,You must cut down the mightiest tree in the forest with... a herring!,video_09,4600,4700,10000
47,Always look on the bright side of life.,video_09,4700,4800,10000
48,I fart in your general direction!,video_09,4800,4900,10000
49,I'm not dead yet!,video_09,4900,5000,10000
50,Your mother was a hamster!,video_09,5000,5100,10000
51,We are the knights who say... Ni!,video_09,5100,5200,10000
52,Bring out your dead!,video_09,5200,5300,10000
53,Bring out your dead!,video_09,5300,5400,10000
54,Bring out your dead!,video_09,5400,5500,10000
55,Always look on the bright side of life.,video_09,5500,5600,10000
56,I'm not dead yet!,video_09,5600,5700,10000
57,Bring out your dead!,video_09,5700,5800,10000
58,Bring out your dead!,video_09,5800,5900,10000
59,I fart in your general direction!,video_09,5900,6000,10000
60,This parrot is no more!,video_09,6000,6100,10000
61,Always look on the bright side of life.,video_09,6100,6200,10000
62,Bring out your dead!,video_09,6200,6300,10000
63,The Castle Aaargh!,video_09,6300,6400,10000
64,It's just a flesh wound.,video_09,6400,6500,10000
65,I'm not dead yet!,video_09,6500,6600,10000
66,What is the airspeed velocity of an unladen swallow?,video_09,6600,6700,10000
67,We want a shrubbery!,video_09,6700,6800,10000
68,The Castle Aaargh!,video_09,6800,6900,10000
69,You must cut down the mightiest tree in the forest with... a herring!,video_09,6900,7000,10000
70,This parrot is no more!,video_09,7000,7100,10000
71,Your mother was a hamster!,video_09,7100,7200,10000
72,Always look on the bright side of life.,video_09,7200,7300,10000
73,This parrot is no more!,video_09,7300,7400,10000
74,It's just a flesh wound.,video_09,7400,7500,10000
75,This parrot is no more!,video_09,7500,7600,10000
76,Now go away or I shall taunt you a second time!,video_09,7600,7700,10000
77,It is a silly place.,video_09,7700,7800,10000
78,I'm not dead yet!,video_09,7800,7900,10000
79,It is a silly place.,video_09,7900,8000,10000
80,Nobody expects the Spanish Inquisition!,video_09,8000,8100,10000
81,Bring out your dead!,video_09,8100,8200,10000
82,It is a silly place.,video_09,8200,8300,10000
83,Your mother was a hamster!,video_09,8300,8400,10000
84,Bring out your dead!,video_09,8400,8500,10000
85,I fart in your general direction!,video_09,8500,8600,10000
86,This parrot is no more!,video_09,8600,8700,10000
87,This parrot is no more!,video_09,8700,8800,10000
88,I'm not dead yet!,video_09,8800,8900,10000
89,We want a shrubbery!,video_09,8900,9000,10000
90,Nobody expects the Spanish Inquisition!,video_09,9000,9100,10000
91,We are the knights who say... Ni!,video_09,9100,9200,10000
92,I'm not dead yet!,video_09,9200,9300,10000
93,Bring out your dead!,video_09,9300,9400,10000
94,Your mother was a hamster!,video_09,9400,9500,10000
95,I'm not dead yet!,video_09,9500,9600,10000
96,What is the airspeed velocity of an unladen swallow?,video_09,9600,9700,10000
97,What is the airspeed velocity of an unladen swallow?,video_09,9700,9800,10000
98,We are the knights who say... Ni!,video_09,9800,9900,10000
99,You must cut down the mightiest tree in the forest with... a herring!,video_09,9900,10000,10000
0,It is a silly place.,video_10,0,100,10000
1,The Castle Aaargh!,video_10,100,200,10000
2,Always look on the bright side of life.,video_10,200,300,10000
3,Your mother was a hamster!,video_10,300,400,10000
4,It is a silly place.,video_10,400,500,10000
5,I'm not dead yet!,video_10,500,600,10000
6,The Castle Aaargh!,video_10,600,700,10000
7,We want a shrubbery!,video_10,700,800,10000
8,Nobody expects the Spanish Inquisition!,video_10,800,900,10000
9,What is the airspeed velocity of an unladen swallow?,video_10,900,1000,10000
10,I'm not dead yet!,video_10,1000,1100,10000
11,Always look on the bright side of life.,video_10,1100,1200,10000
12,Strange women lying in ponds distributing swords is no basis for a system of government!,video_10,1200,1300,10000
13,I'm not dead yet!,video_10,1300,1400,10000
14,You must cut down the mightiest tree in the forest with... a herring!,video_10,1400,1500,10000
15,Strange women lying in ponds distributing swords is no basis for a system of government!,video_10,1500,1600,10000
16,Your mother was a hamster!,video_10,1600,1700,10000
17,You must cut down the mightiest tree in the forest with... a herring!,video_10,1700,1800,10000
18,This parrot is no more!,video_10,1800,1900,10000
19,The Castle Aaargh!,video_10,1900,2000,10000
20,It's just a flesh wound.,video_10,2000,2100,10000
21,We want a shrubbery!,video_10,2100,2200,10000
22,Nobody expects the Spanish Inquisition!,video_10,2200,2300,10000
23,The Castle Aaargh!,video_10,2300,2400,10000
24,We want a shrubbery!,video_10,2400,2500,10000
25,It is a silly place.,video_10,2500,2600,10000
26,We want a shrubbery!,video_10,2600,2700,10000
27,Bring out your dead!,video_10,2700,2800,10000
28,The Castle Aaargh!,video_10,2800,2900,10000
29,Strange women lying in ponds distributing swords is no basis for a system of government!,video_10,2900,3000,10000
30,I'm not dead yet!,video_10,3000,3100,10000
31,Your mother was a hamster!,video_10,3100,3200,10000
32,Bring out your dead!,video_10,3200,3300,10000
33,I fart in your general direction!,video_10,3300,3400,10000
34,Now go away or I shall taunt you a second time!,video_10,3400,3500,10000
35,Nobody expects the Spanish Inquisition!,video_10,3500,3600,10000
36,It is a silly place.,video_10,3600,3700,10000
37,Your mother was a hamster!,video_10,3700,3800,10000
38,You must cut down the mightiest tree in the forest with... a herring!,video_10,3800,3900,10000
39,I'm not dead yet!,video_10,3900,4000,10000
40,I fart in your general direction!,video_10,4000,4100,10000
41,We want a shrubbery!,video_10,4100,4200,10000
42,We want a shrubbery!,video_10,4200,4300,10000
43,We want a shrubbery!,video_10,4300,4400,10000
44,Nobody expects the Spanish Inquisition!,video_10,4400,4500,10000
45,Strange women lying in ponds distributing swords is no basis for a system of government!,video_10,4500,4600,10000
46,You must cut down the mightiest tree in the forest with... a herring!,video_10,4600,4700,10000
47,Always look on the bright side of life.,video_10,4700,4800,10000
48,I fart in your general direction!,video_10,4800,4900,10000
49,I'm not dead yet!,video_10,4900,5000,10000
50,Your mother was a hamster!,video_10,5000,5100,10000
51,We are the knights who say... Ni!,video_10,5100,5200,10000
52,Bring out your dead!,video_10,5200,5300,10000
53,Bring out your dead!,video_10,5300,5400,10000
54,Bring out your dead!,video_10,5400,5500,10000
55,Always look on the bright side of life.,video_10,5500,5600,10000
56,I'm not dead yet!,video_10,5600,5700,10000
57,Bring out your dead!,video_10,5700,5800,10000
58,Bring out your dead!,video_10,5800,5900,10000
59,I fart in your general direction!,video_10,5900,6000,10000
60,This parrot is no more!,video_10,6000,6100,10000
61,Always look on the bright side of life.,video_10,6100,6200,10000
62,Bring out your dead!,video_10,6200,6300,10000
63,The Castle Aaargh!,video_10,6300,6400,10000
64,It's just a flesh wound.,video_10,6400,6500,10000
65,I'm not dead yet!,video_10,6500,6600,10000
66,What is the airspeed velocity of an unladen swallow?,video_10,6600,6700,10000
67,We want a shrubbery!,video_10,6700,6800,10000
68,The Castle Aaargh!,video_10,6800,6900,10000
69,You must cut down the mightiest tree in the forest with... a herring!,video_10,6900,7000,10000
70,This parrot is no more!,video_10,7000,7100,10000
71,Your mother was a hamster!,video_10,7100,7200,10000
72,Always look on the bright side of life.,video_10,7200,7300,10000
73,This parrot is no more!,video_10,7300,7400,10000
74,It's just a flesh wound.,video_10,7400,7500,10000
75,This parrot is no more!,video_10,7500,7600,10000
76,Now go away or I shall taunt you a second time!,video_10,7600,7700,10000
77,It is a silly place.,video_10,7700,7800,10000
78,I'm not dead yet!,video_10,7800,7900,10000
79,It is a silly place.,video_10,7900,8000,10000
80,Nobody expects the Spanish Inquisition!,video_10,8000,8100,10000
81,Bring out your dead!,video_10,8100,8200,10000
82,It is a silly place.,video_10,8200,8300,10000
83,Your mother was a hamster!,video_10,8300,8400,10000
84,Bring out your dead!,video_10,8400,8500,10000
85,I fart in your general direction!,video_10,8500,8600,10000
86,This parrot is no more!,video_10,8600,8700,10000
87,This parrot is no more!,video_10,8700,8800,10000
88,I'm not dead yet!,video_10,8800,8900,10000
89,We want a shrubbery!,video_10,8900,9000,10000
90,Nobody expects the Spanish Inquisition!,video_10,9000,9100,10000
91,We are the knights who say... Ni!,video_10,9100,9200,10000
92,I'm not dead yet!,video_10,9200,9300,10000
93,Bring out your dead!,video_10,9300,9400,10000
94,Your mother was a hamster!,video_10,9400,9500,10000
95,I'm not dead yet!,video_10,9500,9600,10000
96,What is the airspeed velocity of an unladen swallow?,video_10,9600,9700,10000
97,What is the airspeed velocity of an unladen swallow?,video_10,9700,9800,10000
98,We are the knights who say... Ni!,video_10,9800,9900,10000
99,You must cut down the mightiest tree in the forest with... a herring!,video_10,9900,10000,10000
0,It is a silly place.,video_11,0,100,10000
1,The Castle Aaargh!,video_11,100,200,10000
2,Always look on the bright side of life.,video_11,200,300,10000
3,Your mother was a hamster!,video_11,300,400,10000
4,It is a silly place.,video_11,400,500,10000
5,I'm not dead yet!,video_11,500,600,10000
6,The Castle Aaargh!,video_11,600,700,10000
7,We want a shrubbery!,video_11,700,800,10000
8,Nobody expects the Spanish Inquisition!,video_11,800,900,10000
9,What is the airspeed velocity of an unladen swallow?,video_11,900,1000,10000
10,I'm not dead yet!,video_11,1000,1100,10000
11,Always look on the bright side of life.,video_11,1100,1200,10000
12,Strange women lying in ponds distributing swords is no basis for a system of government!,video_11,1200,1300,10000
13,I'm not dead yet!,video_11,1300,1400,10000
14,You must cut down the mightiest tree in the forest with... a herring!,video_11,1400,1500,10000
15,Strange women lying in ponds distributing swords is no basis for a system of government!,video_11,1500,1600,10000
16,Your mother was a hamster!,video_11,1600,1700,10000
17,You must cut down the mightiest tree in the forest with... a herring!,video_11,1700,1800,10000
18,This parrot is no more!,video_11,1800,1900,10000
19,The Castle Aaargh!,video_11,1900,2000,10000
